Study_Hours,Attendance,Previous_Marks,Assignment,Final_Score
0.3,62,34,60,41.4
4.2,93,38,48,54.7
0.8,100,49,52,59.4
6.1,75,50,80,69.8
8.8,50,46,97,61.5
8.8,57,41,92,69.6
6.6,53,96,83,71.6
2.1,70,34,85,54.7
8.6,71,89,76,79.1
8.9,100,82,77,85.7
2.0,86,81,84,73.3
7.4,98,77,84,85.0
2.9,52,48,63,53.9
8.0,68,46,77,64.9
10.0,50,83,85,73.4
0.3,78,97,50,62.2
9.0,72,64,68,72.2
6.2,82,70,84,78.4
9.7,90,42,83,73.0
4.7,72,62,87,71.7
8.5,54,44,77,67.9
0.6,56,92,80,69.3
3.4,55,44,56,46.6
0.7,98,60,91,74.2
9.8,71,57,87,77.6
8.2,98,39,65,69.8
8.5,62,86,100,84.9
9.4,61,100,65,80.9
0.9,53,62,51,52.3
3.9,57,36,57,49.7
0.7,86,34,48,51.3
2.1,80,86,42,60.4
2.3,86,69,49,62.2
4.7,94,57,82,70.6
2.7,75,65,41,59.9
1.0,92,85,47,62.3
1.7,57,76,91,58.6
1.5,89,100,82,75.2
9.7,82,69,57,73.5
7.6,94,88,91,82.7
9.7,78,72,78,73.3
4.4,54,95,70,70.8
2.8,77,38,53,47.7
8.0,89,35,78,71.7
3.3,66,94,72,66.9
3.0,72,32,68,46.3
2.3,94,66,83,69.2
1.3,58,62,99,58.8
2.6,51,38,72,44.7
3.6,81,82,74,72.4
6.7,100,80,41,74.9
0.6,98,100,74,83.0
2.1,80,55,71,60.3
8.1,56,45,75,62.0
1.5,79,69,85,63.9
3.4,52,80,94,65.5
8.6,100,68,89,89.5
1.5,100,84,62,77.2
0.8,58,65,44,53.9
4.8,59,94,86,74.3
3.0,95,74,55,65.0
5.6,99,38,79,67.0
8.0,96,66,63,75.4
1.4,75,30,92,54.9
5.8,50,95,97,76.8
5.1,79,92,79,80.9
1.4,87,72,67,63.5
6.2,64,57,64,67.4
2.7,74,60,46,56.0
4.9,55,98,77,76.5
0.8,67,37,46,45.2
4.6,50,63,94,70.8
3.1,52,78,90,62.6
8.2,66,87,61,71.9
0.6,97,76,61,66.5
4.2,57,54,66,56.6
4.6,98,32,96,70.3
7.3,89,74,72,78.9
5.7,66,81,84,74.1
6.7,74,63,71,70.5
7.8,90,98,78,86.1
8.6,61,37,71,61.5
3.1,78,56,40,63.4
5.4,74,92,49,70.1
8.4,100,54,84,75.5
9.9,85,87,43,75.3
8.9,74,77,68,74.3
3.7,78,30,46,46.8
2.0,60,37,77,51.6
4.9,53,50,45,51.9
7.4,63,58,92,66.5
4.9,95,59,50,61.0
4.8,87,32,94,73.9
8.4,66,36,48,52.4
3.6,51,40,69,54.2
8.6,57,61,61,65.8
4.1,85,88,97,80.4
3.3,59,41,78,52.1
4.5,56,67,48,53.9
7.6,85,53,94,75.0
1.3,65,94,77,70.7
2.0,63,47,90,54.3
9.5,65,75,85,81.4
1.8,74,85,72,66.4
5.7,90,92,65,75.0
5.8,53,36,55,49.7
4.9,78,95,48,78.5
6.4,55,69,62,59.9
2.3,50,83,54,57.2
5.5,88,60,58,67.6
3.7,50,81,81,70.8
6.6,100,60,55,68.9
1.4,89,63,64,66.5
5.7,52,36,74,49.2
1.9,50,45,90,54.4
2.8,50,51,52,49.7
2.2,88,82,85,78.5
1.8,70,46,46,44.9
8.3,94,33,73,62.7
2.9,79,90,97,78.6
9.3,81,81,53,74.0
9.7,82,64,62,69.6
5.7,97,73,62,71.2
1.4,71,44,56,49.2
3.7,79,90,52,74.4
8.0,95,73,97,82.9
3.7,53,50,66,55.6
0.9,72,76,41,51.5
5.6,93,78,76,76.4
8.5,74,82,69,72.1
8.0,61,56,43,64.3
1.8,66,60,69,60.5
6.7,64,73,42,63.8
2.2,59,61,97,65.5
2.2,84,59,53,57.0
8.7,78,47,50,63.2
2.5,61,92,79,66.3
2.6,50,45,62,56.0
0.0,50,64,80,50.8
8.7,59,91,87,77.2
7.9,67,38,71,65.9
6.3,96,91,42,75.7
7.5,51,68,81,69.0
1.5,98,80,40,65.4
4.6,57,39,48,45.6
3.5,71,81,87,70.6
0.9,71,41,48,49.6
4.9,75,91,99,82.5
9.2,75,32,51,62.3
0.4,58,40,40,43.6
2.9,70,37,55,52.0
2.1,80,52,69,63.1
2.4,92,39,47,56.2
9.1,55,47,85,66.6
4.7,63,68,85,66.6
4.7,82,55,49,55.3
7.6,56,40,72,56.3
1.5,73,39,77,59.5
4.9,58,32,80,55.2
4.3,60,91,90,73.0
6.0,72,100,61,79.4
10.0,97,90,55,83.5
7.7,100,33,58,68.1
4.0,51,90,50,64.8
8.3,64,37,92,67.5
1.7,84,42,50,56.0
0.3,85,41,53,52.9
2.0,77,64,78,59.2
3.4,88,83,98,84.8
5.1,93,80,65,78.2
6.2,53,72,83,66.6
9.1,59,95,59,72.8
5.1,55,44,59,52.5
5.0,79,78,94,74.5
0.5,95,63,44,62.0
0.3,84,68,40,55.7
5.5,98,55,50,64.0
4.4,92,98,86,87.1
8.4,59,77,49,67.1
1.6,81,80,100,78.2
0.2,91,33,86,55.2
4.5,91,56,67,69.8
2.4,52,71,84,66.8
0.5,75,85,86,70.1
7.2,64,98,73,77.4
1.1,66,47,93,54.7
6.1,76,90,52,72.2
2.8,67,33,83,51.9
1.7,100,30,64,61.1
3.8,68,79,62,72.6
8.0,61,99,75,86.1
3.9,73,49,99,64.7
7.5,54,49,51,52.7
1.3,73,75,86,69.6
7.7,76,56,84,71.5
2.4,97,55,41,59.4
6.8,79,61,59,74.3
5.7,64,39,55,49.9
9.3,96,41,53,69.1
3.9,87,53,92,72.0
0.7,93,80,41,66.3
0.2,83,67,88,64.7
8.3,76,75,55,75.9
5.2,69,37,43,51.2
7.8,90,84,82,81.8
2.3,81,60,52,58.3
3.5,53,45,77,56.8
0.3,54,49,88,59.6
9.6,57,67,40,60.6
6.7,71,44,48,62.9
9.3,91,63,60,78.9
2.7,56,48,57,47.9
6.1,71,98,82,82.2
6.8,95,92,71,86.6
3.2,79,61,85,67.3
8.5,86,66,73,74.6
9.5,65,95,59,76.6
8.8,64,36,82,62.6
7.4,54,77,41,61.5
2.8,52,40,43,49.1
2.8,72,60,98,69.7
9.6,59,73,84,80.5
0.1,54,74,77,59.5
7.2,72,85,46,78.0
7.1,64,61,61,60.9
6.2,67,50,59,53.0
9.9,74,60,97,80.1
3.1,57,30,74,50.5
3.4,80,40,43,56.6
0.8,70,97,99,81.7
4.4,51,65,92,59.8
2.6,71,88,59,65.8
3.4,57,96,74,70.0
8.3,72,85,72,74.2
9.4,81,80,90,84.4
1.9,57,58,98,65.1
3.7,53,31,60,49.3
9.3,79,35,84,70.3
0.6,68,60,53,57.7
0.9,72,83,70,66.4
1.6,67,69,61,62.3
6.0,78,46,99,68.4
1.5,72,34,87,53.5
9.7,82,31,69,71.9
4.5,96,87,68,77.1
5.0,67,41,75,61.7
2.5,93,34,88,62.2
4.7,82,89,81,79.8
6.6,56,70,68,64.3
7.5,100,49,46,69.6
7.5,77,30,71,63.3
5.8,50,85,52,60.2
9.0,88,99,96,95.9
8.2,83,85,52,72.2
7.6,88,83,93,91.1
0.6,68,40,53,47.6
0.1,80,32,45,35.9
2.1,62,57,55,48.7
6.6,73,34,80,64.1
4.1,54,45,91,61.5
4.0,72,60,87,66.2
8.8,68,57,60,66.2
9.0,50,36,92,64.4
9.1,82,38,83,74.3
3.1,99,68,55,71.3
6.9,82,72,44,65.9
2.7,81,56,63,65.0
1.9,77,62,82,58.5
1.8,86,85,40,63.2
3.4,90,31,49,55.5
4.3,61,43,82,54.5
8.3,58,42,86,64.1
1.2,99,53,97,73.3
7.3,60,98,98,80.6
5.3,82,63,74,70.5
2.9,68,48,70,53.0
4.9,91,59,95,79.2
3.0,83,78,54,67.9
6.0,56,72,50,62.1
4.3,80,45,48,55.8
1.6,51,81,41,47.3
1.2,68,78,83,65.9
5.5,87,40,91,74.2
9.0,81,76,69,80.9
3.4,59,64,55,61.0
7.3,90,100,95,91.9
6.6,57,58,87,64.1
9.3,75,83,92,86.1
8.2,79,52,40,61.0
5.7,60,53,87,62.5
6.6,90,39,45,54.6
9.0,69,90,85,83.4
4.0,69,37,96,64.6
3.3,58,77,96,65.9
0.1,57,58,50,51.6
8.3,64,55,72,66.8
8.0,83,66,91,79.8
1.0,73,81,56,58.1
5.8,82,67,94,78.4
4.6,90,35,90,63.5
1.2,90,37,73,55.3
9.8,94,46,85,72.9
2.1,89,91,79,85.1
0.7,76,63,64,58.6
5.9,70,48,94,66.0
7.4,54,99,61,72.1
0.3,84,66,65,60.2
6.6,70,67,100,75.4
5.3,53,44,66,54.7
1.0,98,69,77,69.7
1.7,97,38,48,55.5
5.7,65,82,76,78.6
3.0,80,99,44,63.6
9.4,75,95,57,75.9
8.2,84,81,61,78.5
9.8,55,30,85,65.6
2.6,82,59,51,67.9
9.7,70,30,99,70.5
4.3,65,68,83,63.5
3.5,96,45,61,67.3
0.5,88,46,45,52.6
0.5,83,51,75,60.0
6.9,91,60,66,66.4
4.6,64,69,86,71.8
2.3,55,56,94,57.4
6.1,51,65,54,59.2
2.5,73,33,96,59.8
5.8,98,98,56,82.1
3.6,77,54,42,55.3
8.2,50,59,49,55.0
8.2,50,76,64,63.6
4.8,77,41,60,60.4
3.5,85,56,93,70.8
3.6,69,74,79,66.1
8.1,97,92,48,79.2
3.3,57,84,63,65.0
2.1,50,59,71,51.6
0.8,75,43,42,52.0
4.7,100,85,97,86.3
4.8,92,48,72,66.2
8.4,98,55,82,80.9
2.2,74,100,84,75.7
3.8,59,67,51,57.4
8.1,61,98,68,76.7
8.2,90,65,60,68.6
3.8,56,47,78,53.0
4.6,61,86,73,70.1
3.0,96,52,72,65.6
9.3,89,43,71,77.5
1.2,66,98,59,63.4
9.3,54,51,42,52.1
6.8,63,57,43,57.1
5.3,83,72,56,69.2
0.3,97,47,89,68.6
4.8,66,65,56,52.9
4.1,84,36,58,61.1
1.6,50,52,43,39.8
6.6,99,63,68,78.7
9.7,99,50,56,79.1
5.6,85,99,61,81.1
7.1,64,76,41,59.5
0.7,68,82,81,65.7
4.2,100,70,51,72.3
1.2,91,61,84,68.4
6.1,54,43,50,47.6
9.4,68,46,92,71.6
6.6,92,54,79,71.9
0.8,88,93,99,82.0
3.5,54,77,68,58.4
5.5,61,64,59,54.7
4.0,68,66,44,54.2
8.3,96,84,64,77.4
8.1,61,46,73,60.7
6.1,85,57,51,66.5
3.7,61,30,67,48.5
2.6,67,82,73,66.7
1.1,98,84,45,64.4
3.5,100,90,93,85.6
4.1,97,42,58,59.5
6.8,92,76,51,69.7
6.6,83,93,64,78.0
0.7,97,61,52,59.4
4.0,82,57,56,53.2
1.8,98,82,51,69.2
1.6,67,60,42,48.0
8.3,78,37,63,59.5
0.4,94,54,47,61.0
4.2,54,62,87,65.4
1.7,74,97,75,73.7
8.8,73,36,95,69.8
5.6,78,95,98,86.6
2.3,87,75,65,67.1
5.0,82,34,84,63.6
7.3,59,46,47,53.0
9.6,86,81,71,82.6
2.2,82,41,71,58.8
8.9,72,91,40,72.9
9.3,60,64,42,60.6
9.2,73,91,40,75.0
6.4,73,50,54,59.3
6.3,56,95,89,76.3
4.0,99,82,59,69.6
7.5,70,50,42,55.2
5.3,69,44,100,69.5
6.8,59,52,54,59.3
4.3,74,60,98,71.1
7.3,96,83,93,86.2
8.2,85,84,99,88.3
1.5,97,55,99,65.4
8.3,96,82,76,85.3
5.4,64,95,60,67.1
8.4,93,68,81,80.9
4.3,89,36,78,64.1
3.8,89,68,62,67.2
9.2,99,61,96,88.0
2.5,55,55,79,54.6
8.4,86,58,74,72.2
4.8,51,54,57,54.9
5.1,61,85,56,64.4
3.1,53,60,70,60.1
5.7,72,95,87,80.5
3.3,62,31,65,50.7
0.4,66,76,61,61.2
2.7,80,58,100,70.3
0.1,65,78,84,59.4
9.8,90,61,75,80.6
9.7,75,59,74,76.8
4.0,77,44,50,53.9
7.3,50,91,66,72.7
3.5,96,46,73,62.5
6.7,61,51,57,58.4
8.1,86,59,66,71.2
9.5,99,45,43,63.4
4.0,69,81,56,66.2
7.8,51,37,45,46.7
2.7,85,93,81,78.8
9.9,64,68,50,64.0
0.3,87,60,44,50.5
6.0,71,41,97,64.8
6.6,93,62,96,83.5
6.9,99,87,57,79.9
1.2,81,41,96,62.5
9.4,69,54,64,67.4
1.8,85,67,49,60.9
6.2,82,77,80,82.7
2.2,64,84,55,61.4
3.1,99,32,49,50.4
5.5,95,98,49,77.2
4.2,52,64,75,60.0
1.6,78,80,60,61.0
1.7,96,56,95,71.2
4.2,76,66,53,61.4
7.6,54,45,47,58.1
9.0,80,54,40,61.6
0.8,71,62,55,57.8
3.9,84,91,65,74.2
1.0,56,46,88,56.7
0.2,55,72,81,62.8
6.6,75,59,45,62.5
6.0,50,70,78,64.4
1.6,68,33,89,58.4
2.3,56,95,41,54.7
0.2,85,89,92,76.1
8.3,61,38,48,50.5
9.7,69,60,44,66.7
1.4,72,98,79,73.1
2.3,74,53,95,65.1
8.7,79,53,44,62.5
9.3,78,74,95,85.3
4.2,80,66,86,66.2
0.5,67,87,47,64.4
0.4,90,52,44,53.8
5.7,68,64,44,55.3
3.9,53,92,91,64.3
0.3,50,35,56,39.4
5.8,90,35,48,58.9
0.1,64,59,73,56.2
7.9,57,30,72,51.6
3.1,64,92,61,63.0
0.4,64,37,60,50.0
5.9,99,57,82,71.5
4.0,88,62,54,64.8
9.7,71,82,40,69.4
5.4,67,67,46,58.3
2.8,65,81,62,62.6
7.1,51,40,90,58.8
2.7,85,31,95,60.9
9.0,69,82,86,83.4
3.7,65,97,45,64.3
5.5,52,36,59,45.7
0.5,79,96,97,77.3
4.3,51,38,65,46.2
8.3,84,92,81,82.3
8.1,75,40,51,63.7
2.2,54,66,52,51.8
2.3,51,43,86,49.3
8.2,100,48,90,78.9
9.3,69,37,88,67.9
1.0,83,36,52,49.5
4.5,83,88,41,66.8
3.4,69,92,71,67.0
8.7,99,36,89,74.6
0.8,74,84,70,63.8
2.1,69,32,100,58.1
7.5,74,96,50,76.1
0.5,63,47,76,58.0
4.9,96,74,43,71.5
4.4,93,65,73,64.1
3.3,92,45,98,71.3
3.9,92,58,55,69.2
5.3,88,88,70,77.8
1.6,61,47,64,55.5
5.7,97,78,78,77.3
8.1,54,75,47,59.9
7.6,51,58,47,55.3
1.5,65,99,73,69.3
1.5,79,79,54,65.6
2.7,96,84,44,69.0
3.6,92,56,58,64.0
4.1,87,36,49,62.7
6.8,94,70,48,69.1
0.6,100,40,96,70.7
0.3,91,34,93,62.5
3.9,73,95,68,72.2
7.0,100,85,91,89.5
1.9,79,41,79,56.2
6.4,86,71,76,76.0
2.6,88,39,58,56.5
8.9,60,57,52,62.8
9.0,63,36,98,67.3
3.0,72,43,85,65.2
2.3,65,98,79,69.5
4.1,99,90,55,74.6
2.4,70,80,69,66.6
6.7,53,71,99,69.6
8.3,82,37,93,73.4
6.7,96,79,44,77.5
8.2,63,30,72,56.7
4.0,68,98,58,70.5
1.6,54,40,94,56.0
7.4,85,77,58,76.8
3.6,80,39,56,65.5
6.7,94,44,63,63.1
2.7,67,76,94,74.9
0.8,93,54,92,66.4
9.9,80,35,67,64.3
1.6,79,40,81,58.7
9.9,70,46,76,68.8
9.8,96,44,61,75.7
7.9,79,45,78,64.2
6.6,90,85,55,67.2
5.8,53,95,100,83.9
8.7,54,65,74,62.9
2.9,90,67,66,71.0
4.7,94,32,51,61.7
6.2,59,47,85,65.7
4.1,76,83,67,72.2
4.3,65,46,91,64.7
3.3,79,42,40,49.7
5.6,62,92,78,68.4
8.5,85,43,97,74.4
2.0,70,88,57,63.0
9.3,94,65,62,74.4
6.9,89,47,61,66.5
8.2,94,34,43,55.7
5.6,64,43,87,66.0
7.8,69,54,50,60.9
0.2,69,73,57,55.6
8.2,94,68,94,83.4
0.4,54,41,87,50.4
8.9,81,90,46,73.0
9.9,55,91,60,70.6
2.9,79,82,96,72.8
2.1,75,82,74,64.5
7.7,86,57,96,75.8
2.5,62,64,76,60.2
8.7,78,94,89,90.1
1.0,54,32,96,46.6
1.3,74,72,69,65.7
9.8,62,79,56,66.2
6.7,73,100,72,80.3
8.5,80,38,55,57.3
3.2,69,65,54,54.8
6.8,57,52,52,56.8
5.9,58,79,78,70.4
6.0,70,84,42,68.0
6.8,100,41,63,65.5
5.8,69,61,62,66.1
4.3,64,53,98,70.7
2.8,75,96,84,77.1
7.7,91,56,87,72.0
2.3,60,90,94,66.1
6.9,86,48,40,61.0
2.3,90,80,71,70.5
6.3,60,93,72,70.3
7.5,76,31,99,67.6
2.2,79,65,87,67.2
0.6,68,40,69,50.1
1.3,83,97,41,63.6
6.1,87,97,57,84.5
8.5,72,93,98,83.5
0.4,50,30,92,46.9
7.3,52,55,96,61.0
3.4,52,40,94,52.8
4.8,77,31,69,52.9
9.3,63,69,57,66.2
3.3,79,33,44,48.8
4.7,54,66,44,52.7
0.1,98,90,47,66.7
0.8,64,34,48,43.3
2.6,87,44,71,61.8
0.3,63,96,95,64.7
6.3,63,55,53,61.3
4.3,98,35,52,60.1
5.5,57,73,57,55.6
1.7,57,87,43,59.3
3.0,68,75,89,72.6
6.6,81,71,61,64.8
9.7,80,77,59,75.4
0.5,78,56,54,55.2
8.9,90,49,46,69.8
5.8,60,99,52,70.8
5.6,94,64,73,72.4
5.0,62,77,80,66.0
0.7,76,96,69,65.5
0.9,68,97,44,59.1
6.0,75,81,40,67.4
3.4,100,97,99,91.7
9.2,86,33,70,65.8
4.1,97,68,98,83.4
1.4,58,50,90,58.3
7.1,77,95,59,84.7
2.9,81,45,58,51.2
5.3,52,36,93,56.9
7.0,100,38,68,69.5
9.0,81,46,84,78.1
7.9,54,41,77,55.3
6.8,57,86,49,62.4
6.8,63,74,68,68.5
9.5,52,40,70,55.6
3.0,73,42,50,50.7
0.0,62,60,62,47.2
2.7,92,55,69,69.0
2.2,78,92,64,75.3
6.6,57,60,55,63.9
6.3,100,51,97,79.5
5.9,91,35,96,71.2
0.2,80,49,62,54.4
7.3,75,39,98,72.2
3.2,67,64,72,65.9
6.7,67,55,90,71.2
5.6,56,100,76,74.9
3.4,97,66,97,80.4
1.3,87,37,67,55.9
0.9,97,34,66,53.2
8.3,65,73,45,63.3
9.2,82,96,77,87.1
6.5,100,78,76,79.5
1.0,52,65,45,45.1
4.0,87,55,64,66.5
7.3,53,74,52,64.1
7.8,85,90,72,83.1
1.2,53,73,72,56.1
0.0,91,33,64,52.2
7.1,58,87,53,69.5
3.6,89,55,79,65.6
2.5,100,58,80,66.9
0.1,66,38,94,56.4
5.4,66,65,81,67.3
8.5,82,33,77,70.4
9.6,69,88,48,70.3
5.7,63,66,57,64.7
5.1,71,42,54,53.4
0.9,76,49,43,51.9
5.5,92,46,73,64.0
3.8,52,80,77,59.7
6.1,73,84,56,71.3
3.9,79,62,46,58.8
2.4,57,50,71,53.9
0.9,71,51,94,58.6
3.1,74,54,62,59.6
1.0,59,96,59,66.5
1.8,98,41,86,69.1
9.9,78,44,95,73.1
4.4,89,31,92,61.9
5.3,50,33,41,43.1
8.7,70,74,60,73.8
10.0,88,42,51,61.6
5.8,73,84,81,77.9
8.1,58,61,96,77.9
3.3,93,51,97,74.3
3.1,75,84,88,69.6
4.0,58,46,66,50.3
6.7,69,99,89,80.7
6.8,84,80,87,80.7
3.2,85,37,49,54.6
1.3,91,90,47,70.2
6.3,85,39,100,70.8
1.3,58,48,60,49.5
5.8,71,43,99,64.4
6.9,50,96,96,76.1
7.0,54,84,61,69.8
7.5,58,90,52,70.1
8.7,86,85,87,87.9
5.0,87,92,79,77.8
7.3,68,40,51,56.0
6.2,57,76,56,63.4
1.9,91,35,87,63.3
0.3,92,63,48,61.9
2.8,81,94,96,80.9
4.4,62,93,90,80.4
6.2,69,95,88,74.6
8.5,85,60,95,79.1
2.0,92,91,79,80.7
1.3,93,83,51,65.2
9.6,86,37,48,65.9
1.1,79,71,69,64.2
4.8,59,70,45,62.8
5.9,80,88,64,74.7
5.4,74,69,67,67.4
0.9,78,51,49,57.6
0.6,73,53,80,57.6
1.1,88,67,67,68.0
5.9,70,31,68,57.0
5.4,90,70,75,78.2
2.3,58,48,50,46.8
6.4,91,31,60,60.8
8.2,91,91,93,89.0
0.4,51,45,77,42.8
5.0,53,51,65,54.1
6.9,57,43,57,64.2
2.5,81,85,43,62.1
3.1,63,94,83,72.9
6.1,98,74,80,84.4
9.0,62,83,54,72.0
8.1,70,95,62,76.9
5.8,73,75,80,70.5
7.3,99,62,45,74.8
3.6,67,79,82,73.1
6.4,94,51,46,68.9
4.7,89,69,96,82.3
1.9,75,68,85,62.7
7.0,81,70,99,79.5
5.6,93,97,87,88.0
3.6,82,36,54,51.4
9.1,80,100,91,88.5
0.2,67,33,48,44.2
3.2,84,88,90,80.6
0.6,61,55,69,58.2
7.7,100,60,83,78.1
7.0,74,98,82,79.8
3.3,94,81,67,80.5
6.8,80,50,69,65.6
4.0,59,45,47,43.2
7.6,96,80,74,83.8
4.5,83,45,90,64.5
4.1,100,47,74,67.6
9.3,52,76,96,72.2
2.5,95,85,65,77.3
1.2,88,57,69,63.8
5.8,57,85,74,66.0
9.7,81,66,77,78.5
3.8,92,45,50,61.3
0.6,78,94,59,66.6
3.4,71,89,85,79.3
5.1,69,90,70,75.9
1.6,55,40,73,47.7
6.6,92,95,51,78.0
10.0,98,61,87,80.7
4.5,78,48,67,56.2
3.5,91,85,42,66.0
4.0,66,34,92,56.9
1.2,80,32,87,61.1
8.8,83,57,81,71.4
4.1,87,58,91,72.8
3.9,86,88,44,69.7
6.6,53,54,52,52.9
4.4,51,51,51,53.0
6.5,61,100,98,81.6
0.6,84,52,40,49.9
8.1,55,99,91,86.1
9.4,95,69,82,81.3
6.5,57,43,97,66.3
9.5,70,58,58,65.5
1.5,95,45,68,57.6
4.8,84,39,86,64.6
6.0,97,76,89,90.2
5.8,64,33,87,55.2
4.0,56,41,78,52.5
3.4,64,71,81,69.5
1.3,94,33,64,53.2
3.9,55,35,55,44.8
1.6,96,43,56,58.5
7.3,66,64,67,66.1
2.1,53,76,78,62.9
0.6,71,87,82,68.0
5.5,81,94,99,85.6
6.0,71,48,88,66.2
8.7,76,86,44,70.2
5.8,95,94,40,69.8
3.5,64,42,42,53.2
8.0,93,37,87,70.3
5.4,100,47,63,65.6
0.8,71,64,68,59.3
5.7,77,55,54,58.5
9.1,91,67,43,74.5
4.0,87,95,83,82.1
3.0,58,55,40,47.5
1.4,83,86,88,73.4
1.5,85,54,95,64.1
4.3,58,59,54,56.0
6.0,64,36,63,55.1
0.8,94,56,91,67.0
9.4,69,40,70,65.9
7.6,57,37,59,59.0
5.9,77,40,49,56.2
8.3,100,59,50,71.9
0.8,68,44,57,46.2
4.8,65,85,73,69.9
6.3,60,64,67,62.1
8.3,91,68,77,76.2
7.8,57,53,55,59.9
2.8,82,37,63,56.4
9.4,59,72,78,73.1
1.2,67,71,94,65.7
8.8,84,70,90,84.6
9.7,92,76,51,72.5
1.8,99,55,89,66.0
7.2,52,81,81,71.7
0.4,89,51,46,57.9
4.1,76,34,75,58.2
5.2,77,44,56,58.4
5.8,95,65,88,75.6
9.4,55,92,43,62.5
6.7,96,78,92,82.4
4.8,63,84,76,72.3
8.1,56,89,72,68.9
9.5,59,86,58,69.7
0.2,64,58,93,55.5
9.8,80,48,65,66.7
0.9,78,39,94,63.3
8.1,91,39,50,61.9
2.8,66,86,70,70.0
1.3,100,83,40,65.1
4.4,78,85,79,79.6
6.4,98,97,75,88.0
3.8,93,98,68,78.6
0.5,64,84,64,60.7
6.0,75,98,98,81.1
9.0,61,30,98,63.8
3.8,74,41,93,67.8
2.2,90,64,86,72.0
4.4,54,62,88,57.2
0.5,53,54,57,46.6
8.2,93,45,42,64.7
8.3,97,37,57,69.1
5.9,90,64,97,78.1
3.5,80,75,46,62.9
8.0,52,40,67,59.4
5.5,52,90,56,64.2
8.3,75,73,64,70.6
6.3,99,40,57,67.9
7.8,66,40,91,68.9
6.0,59,51,79,55.2
4.1,51,91,82,70.1
9.6,73,77,42,66.8
5.4,60,92,64,70.9
6.1,73,80,46,69.3
2.2,84,74,86,74.1
6.3,72,62,49,64.0
5.7,81,89,83,78.3
1.8,72,31,83,53.0
0.6,83,42,90,62.7
6.0,90,95,58,79.3
7.6,68,86,54,66.5
5.2,51,72,60,62.4
2.3,100,74,60,66.2
6.7,51,60,97,68.5
0.8,64,39,76,51.7
4.4,70,52,67,63.5
1.6,84,58,84,65.3
1.8,54,60,71,48.6
2.0,92,47,96,69.2
3.9,76,40,80,61.6
0.5,73,76,93,71.9
4.0,56,32,66,47.3
5.1,55,31,98,60.1
4.8,95,83,62,78.8
3.8,82,60,49,58.4
8.4,98,37,79,73.8
1.5,66,72,80,59.2
5.1,95,77,45,72.1
0.6,91,31,63,53.9
0.7,79,51,57,50.6
5.7,57,34,49,47.0
5.7,89,36,95,73.0
8.8,95,49,54,70.5
5.6,56,31,84,53.4
9.6,55,61,82,67.4
0.5,53,32,73,47.5
1.0,50,70,47,47.7
0.4,64,71,89,64.1
1.9,80,74,74,66.2
5.4,74,100,94,77.2
6.5,96,46,66,66.8
0.5,82,76,64,67.5
9.5,84,98,42,85.7
8.4,54,53,60,57.4
3.0,54,100,96,75.6
0.8,85,63,78,72.0
1.7,66,79,71,67.4
1.3,63,71,89,60.7
1.2,78,62,92,66.1
5.2,57,56,60,57.5
2.5,83,88,48,70.8
3.6,89,48,89,65.1
9.9,50,32,40,51.8
6.8,78,100,43,76.5
9.5,85,54,43,65.8
1.4,100,44,88,73.8
3.8,86,89,65,71.7
5.5,78,52,94,71.9
0.8,54,40,73,48.2
0.0,81,88,66,68.4
6.7,73,63,54,67.8
6.4,68,36,84,57.8
4.1,61,73,71,64.6
4.9,50,93,80,76.2
4.2,56,52,46,52.5
0.2,66,87,100,69.3
3.4,83,49,100,67.2
1.8,92,56,83,69.4
1.0,56,89,83,64.3
9.6,66,37,53,58.1
6.0,52,96,62,66.7
7.3,78,31,86,71.4
3.2,71,51,40,52.4
3.9,87,99,71,79.6
2.4,92,65,80,65.8
1.0,78,53,65,54.5
1.8,99,41,87,66.3
8.0,99,51,48,68.8
6.8,91,52,55,71.8
5.5,54,92,70,69.9
4.8,79,59,41,61.9
9.2,72,48,71,68.1
0.7,70,55,49,53.4
2.8,75,40,64,49.7
3.5,96,49,57,59.2
7.8,70,85,84,82.0
9.9,69,74,73,80.5
2.4,72,97,68,66.2
8.7,53,76,100,76.9
8.3,70,87,84,76.1
2.2,70,39,63,49.8
4.0,50,51,42,41.1
4.1,64,100,54,68.5
9.8,66,53,42,60.3
1.8,100,95,94,84.1
8.0,63,90,70,74.5
3.3,68,36,49,50.4
7.3,99,67,77,85.2
4.2,83,50,94,66.1
5.8,55,37,61,49.0
8.3,94,57,53,71.4
8.0,98,83,48,77.6
8.7,55,60,57,60.8
0.6,54,70,47,45.9
6.9,56,66,98,70.1
1.4,82,67,77,64.7
4.2,62,80,54,63.0
5.5,100,66,85,76.6
4.0,50,60,54,55.2
5.2,62,91,91,72.7
10.0,92,47,45,72.6
1.4,76,35,93,56.1
6.8,56,38,51,55.4
4.0,52,40,81,51.5
1.3,74,31,58,50.5
1.6,82,58,79,63.0
9.5,89,80,44,76.2
8.8,66,98,66,80.7
9.1,94,52,49,68.7
9.9,63,36,82,59.4
2.1,86,85,91,75.3
3.6,72,91,85,74.0
6.7,73,44,53,63.6
4.8,78,82,100,80.1
4.2,87,72,73,72.7
3.6,76,64,97,71.3
5.9,87,43,88,70.6
5.8,89,98,54,74.5
1.6,94,78,68,69.0
4.7,99,47,94,76.4
5.5,72,80,65,69.5
5.7,80,30,66,57.8
2.1,85,56,42,55.9
